,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,average_temp,average_watts,weighted_average_watts,kilojoules,device_watts,has_heartrate,heartrate_opt_out,display_hide_heartrate_option,max_watts,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_heartrate,max_heartrate
10,2,午後活動,4808.3,639,639,0.0,VirtualRide,,4912393140,Innsbruck.fit,5240051296.0,2020-12-29T15:47:49Z,2020-12-29T16:47:49Z,(GMT+01:00) Europe/Berlin,3600.0,"[47.272743, 11.395613]","[47.254692, 11.434397]",,,Germany,47.272743,11.395613,0,0,0,35,0,True,False,False,False,everyone,False,b6170754,False,5240051296,7.525,12.7,76.8,,173.7,173.0,111.0,True,False,False,False,333.0,351.2,279.8,0,0,False,8882041,1,a4912393140,s}o_HqupdAl@EbA@lALL?j@HrNfAd@FR@PGJW@[GuAgA}LU{AK_A@c@LWRKpBi@zAWP@PF~@l@t@ZPBRANKVk@XoB\wFXsDJYRQz@]PORUfAsBvA{C^eAhAwEJUNGp@RxBb@RANGLQFs@?y@O}DUiC?]H[LSRKb@Ub@Kr@YtCcA`By@dCyAlAw@ZWx@w@`CwC\i@Nu@LSPGRAb@DPERI~@o@nCcB~@[|DkA~EkARI\Ed@Oh@IRMJATMTi@^WFMHe@Ag@m@mFGsA?[\mF?}@IyAWkCc@oCQcAm@yB_@gB_A}Ga@uD_AsKMuBIg@GcAUcCSqDGiD@wBL_ENqAViANa@PWJWZm@XeAF{AAoAEw@EUAeACk@?cADQJGN@JL,2,,
